trip_id,customer_id,promo_id,promo_name,redeemed_date,promo_cost
TRIP0030176,CUST00712,PROMO0003,Spring Break,2025-06-11,13.54
TRIP0085005,CUST02025,PROMO0038,Black Friday,2024-07-19,6.37
TRIP0119693,CUST02837,PROMO0000,Christmas Bonus,2025-11-02,7.98
TRIP0048734,CUST01152,PROMO0038,Black Friday,2024-07-15,10.27
TRIP0040456,CUST00954,PROMO0026,Seasonal Promo,2025-09-03,23.06
TRIP0033268,CUST00786,PROMO0012,Back to School,2025-05-10,11.54
TRIP0067819,CUST01619,PROMO0031,Business Class,2025-08-19,13.31
TRIP0017146,CUST00408,PROMO0029,Group Ride Deal,2025-07-11,2.24
TRIP0018348,CUST00432,PROMO0014,Valentine's Special,2025-12-09,11.69
TRIP0044012,CUST01040,PROMO0027,Business Class,2025-11-23,17.14
TRIP0097988,CUST02326,PROMO0009,City Explorer,2025-09-24,23.36
TRIP0096939,CUST02301,PROMO0013,Senior Special,2025-10-17,11.52
TRIP0087483,CUST02084,PROMO0006,Refer & Earn,2023-10-18,8.91
TRIP0118828,CUST02818,PROMO0013,Senior Special,2025-10-21,12.76
TRIP0033185,CUST00785,PROMO0000,Christmas Bonus,2025-11-20,7.54
TRIP0125918,CUST02982,PROMO0029,Group Ride Deal,2025-07-10,3.43
TRIP0063854,CUST01523,PROMO0013,Senior Special,2025-10-27,7.66
TRIP0050876,CUST01205,PROMO0004,Black Friday,2025-01-01,3.66
TRIP0028332,CUST00671,PROMO0033,New User Welcome,2025-09-02,13.29
TRIP0101669,CUST02415,PROMO0002,Back to School,2024-06-07,2.88
TRIP0058124,CUST01383,PROMO0038,Black Friday,2024-09-18,6.14
TRIP0025218,CUST00599,PROMO0002,Back to School,2024-07-06,2.4
TRIP0103851,CUST02466,PROMO0020,Halloween Treat,2024-10-27,2.77
TRIP0081184,CUST01932,PROMO0024,Student Discount,2025-09-25,25.15
TRIP0038660,CUST00911,PROMO0008,Business Class,2025-09-26,21.48
TRIP0111629,CUST02654,PROMO0022,Refer & Earn,2024-11-03,4.45
TRIP0006861,CUST00167,PROMO0018,Business Class,2025-03-30,2.84
TRIP0058368,CUST01389,PROMO0024,Student Discount,2025-07-29,15.36
TRIP0092140,CUST02192,PROMO0019,Back to School,2024-10-05,18.78
TRIP0007204,CUST00174,PROMO0019,Back to School,2025-08-09,14.47
TRIP0016639,CUST00399,PROMO0038,Black Friday,2024-07-27,6.38
TRIP0094984,CUST02255,PROMO0015,City Explorer,2025-06-26,26.53
TRIP0067357,CUST01609,PROMO0012,Back to School,2025-05-07,12.15
TRIP0114726,CUST02726,PROMO0029,Group Ride Deal,2025-07-11,2.0
TRIP0052309,CUST01236,PROMO0007,Valentine's Special,2025-04-16,28.03
TRIP0006935,CUST00169,PROMO0025,Birthday Bonus,2025-02-16,7.24
TRIP0013436,CUST00321,PROMO0033,New User Welcome,2024-01-03,16.65
TRIP0014205,CUST00338,PROMO0016,Holiday Rush,2025-08-16,5.8
TRIP0068626,CUST01636,PROMO0012,Back to School,2025-05-06,7.95
TRIP0062508,CUST01490,PROMO0037,Premium Pass,2025-02-25,4.07
TRIP0044652,CUST01054,PROMO0039,Airport Express,2024-12-18,13.24
TRIP0091999,CUST02189,PROMO0012,Back to School,2025-05-19,10.84
TRIP0080822,CUST01924,PROMO0010,Christmas Bonus,2024-02-21,11.8
TRIP0084745,CUST02018,PROMO0031,Business Class,2025-09-13,12.71
TRIP0011669,CUST00275,PROMO0004,Black Friday,2024-12-22,3.52
TRIP0113564,CUST02700,PROMO0012,Back to School,2025-06-02,7.25
TRIP0016370,CUST00391,PROMO0034,Refer & Earn,2023-08-20,6.68
TRIP0054368,CUST01287,PROMO0013,Senior Special,2023-12-24,7.95
TRIP0036921,CUST00870,PROMO0018,Business Class,2025-03-22,3.63
TRIP0037463,CUST00884,PROMO0027,Business Class,2024-04-20,14.11
TRIP0075922,CUST01810,PROMO0010,Christmas Bonus,2024-02-19,14.35
TRIP0052528,CUST01242,PROMO0022,Refer & Earn,2024-11-02,5.63
TRIP0002528,CUST00061,PROMO0027,Business Class,2025-12-02,11.78
TRIP0013452,CUST00321,PROMO0034,Refer & Earn,2023-12-31,6.1
TRIP0034544,CUST00818,PROMO0013,Senior Special,2025-10-28,12.16
TRIP0026977,CUST00638,PROMO0018,Business Class,2025-08-17,3.42
TRIP0009706,CUST00231,PROMO0027,Business Class,2023-12-27,15.94
TRIP0078408,CUST01868,PROMO0018,Business Class,2025-03-11,2.24
TRIP0037876,CUST00893,PROMO0033,New User Welcome,2025-07-24,22.94
TRIP0041154,CUST00971,PROMO0021,Holiday Rush,2024-12-15,19.58
TRIP0053399,CUST01262,PROMO0012,Back to School,2025-05-10,7.07
TRIP0091259,CUST02171,PROMO0035,Flash Sale,2025-07-19,28.72
TRIP0032641,CUST00772,PROMO0001,Christmas Bonus,2023-02-22,13.61
TRIP0045080,CUST01064,PROMO0037,Premium Pass,2025-02-10,4.01
TRIP0110571,CUST02629,PROMO0024,Student Discount,2025-04-08,23.72
TRIP0049261,CUST01165,PROMO0013,Senior Special,2025-10-21,12.92
TRIP0012223,CUST00288,PROMO0018,Business Class,2025-04-11,3.4
TRIP0084834,CUST02021,PROMO0030,VIP Membership,2025-10-02,10.8
TRIP0032234,CUST00763,PROMO0026,Seasonal Promo,2025-05-12,15.87
TRIP0045892,CUST01083,PROMO0023,Student Discount,2024-09-15,7.42
TRIP0056789,CUST01350,PROMO0007,Valentine's Special,2025-08-05,18.82
TRIP0123389,CUST02922,PROMO0022,Refer & Earn,2024-10-13,7.53
TRIP0006291,CUST00154,PROMO0003,Spring Break,2024-12-04,11.87
TRIP0027364,CUST00647,PROMO0038,Black Friday,2024-07-12,8.03
TRIP0009505,CUST00226,PROMO0002,Back to School,2025-07-22,2.14
TRIP0107970,CUST02567,PROMO0000,Christmas Bonus,2025-11-08,12.42
TRIP0100486,CUST02385,PROMO0038,Black Friday,2024-07-24,12.73
TRIP0071210,CUST01695,PROMO0033,New User Welcome,2024-01-14,14.51
TRIP0041798,CUST00984,PROMO0003,Spring Break,2025-08-24,13.53
TRIP0089153,CUST02121,PROMO0000,Christmas Bonus,2025-11-30,12.17
TRIP0081775,CUST01947,PROMO0027,Business Class,2025-12-02,9.14
TRIP0019135,CUST00452,PROMO0000,Christmas Bonus,2025-12-02,11.89
TRIP0050430,CUST01192,PROMO0004,Black Friday,2024-12-20,4.16
TRIP0063209,CUST01507,PROMO0000,Christmas Bonus,2025-11-20,8.4
TRIP0046565,CUST01100,PROMO0027,Business Class,2024-10-05,8.57
TRIP0050301,CUST01190,PROMO0033,New User Welcome,2024-01-15,13.09
TRIP0034242,CUST00809,PROMO0037,Premium Pass,2025-03-01,5.93
TRIP0000641,CUST00015,PROMO0004,Black Friday,2025-01-18,2.73
TRIP0063772,CUST01521,PROMO0024,Student Discount,2025-04-17,29.6
TRIP0053436,CUST01263,PROMO0013,Senior Special,2025-10-15,14.31
TRIP0064431,CUST01537,PROMO0002,Back to School,2024-06-29,2.36
TRIP0032871,CUST00778,PROMO0031,Business Class,2024-08-17,9.52
TRIP0067190,CUST01604,PROMO0008,Business Class,2024-09-24,19.49
TRIP0102110,CUST02426,PROMO0022,Refer & Earn,2024-11-05,7.68
TRIP0055530,CUST01321,PROMO0006,Refer & Earn,2023-11-16,11.03
TRIP0010697,CUST00253,PROMO0020,Halloween Treat,2024-10-13,2.9
TRIP0100434,CUST02384,PROMO0033,New User Welcome,2024-01-16,19.27
TRIP0062354,CUST01486,PROMO0026,Seasonal Promo,2025-05-20,21.16
TRIP0084391,CUST02011,PROMO0021,Holiday Rush,2025-03-26,17.41
TRIP0122683,CUST02905,PROMO0033,New User Welcome,2024-02-06,12.1
TRIP0106577,CUST02537,PROMO0029,Group Ride Deal,2023-12-11,2.45
TRIP0114429,CUST02718,PROMO0037,Premium Pass,2025-02-04,5.78
TRIP0094758,CUST02250,PROMO0000,Christmas Bonus,2025-11-17,8.12
TRIP0057527,CUST01365,PROMO0004,Black Friday,2025-01-10,5.01
TRIP0094635,CUST02248,PROMO0013,Senior Special,2025-10-09,12.24
TRIP0065316,CUST01559,PROMO0000,Christmas Bonus,2025-11-19,9.5
TRIP0076977,CUST01834,PROMO0027,Business Class,2025-12-05,11.11
TRIP0048874,CUST01155,PROMO0004,Black Friday,2025-07-23,3.81
TRIP0015109,CUST00361,PROMO0016,Holiday Rush,2023-04-14,5.81
TRIP0096205,CUST02284,PROMO0033,New User Welcome,2024-01-26,11.09
TRIP0079606,CUST01896,PROMO0034,Refer & Earn,2023-10-03,6.29
TRIP0037110,CUST00875,PROMO0013,Senior Special,2025-10-19,7.42
TRIP0073592,CUST01753,PROMO0013,Senior Special,2025-07-23,12.22
TRIP0122899,CUST02909,PROMO0037,Premium Pass,2025-02-12,6.69
TRIP0004270,CUST00105,PROMO0036,Late Night Saver,2023-12-25,11.83
TRIP0099032,CUST02353,PROMO0029,Group Ride Deal,2025-09-27,2.91
TRIP0026909,CUST00636,PROMO0013,Senior Special,2025-10-18,13.91
TRIP0120229,CUST02850,PROMO0012,Back to School,2025-05-18,10.18
TRIP0040797,CUST00961,PROMO0032,Refer & Earn,2025-09-24,9.42
TRIP0028783,CUST00682,PROMO0022,Refer & Earn,2024-10-10,4.68
TRIP0097932,CUST02324,PROMO0012,Back to School,2025-04-28,10.0
TRIP0085994,CUST02048,PROMO0039,Airport Express,2025-09-27,13.91
TRIP0104005,CUST02470,PROMO0011,Corporate Account,2025-08-11,11.26
TRIP0057645,CUST01370,PROMO0027,Business Class,2025-11-21,10.68
TRIP0059155,CUST01407,PROMO0012,Back to School,2025-05-27,11.37
TRIP0103968,CUST02469,PROMO0032,Refer & Earn,2025-08-23,12.73
TRIP0097818,CUST02321,PROMO0004,Black Friday,2025-01-02,5.07
TRIP0044293,CUST01047,PROMO0020,Halloween Treat,2025-09-23,3.44
TRIP0080075,CUST01907,PROMO0020,Halloween Treat,2024-12-18,3.68
TRIP0110189,CUST02620,PROMO0000,Christmas Bonus,2025-11-12,10.33
TRIP0113651,CUST02702,PROMO0018,Business Class,2025-03-14,3.4
TRIP0028631,CUST00678,PROMO0027,Business Class,2025-07-30,10.18
TRIP0006282,CUST00153,PROMO0013,Senior Special,2025-10-25,12.98
TRIP0016977,CUST00405,PROMO0011,Corporate Account,2024-11-24,13.72
TRIP0018812,CUST00444,PROMO0031,Business Class,2024-08-25,10.91
TRIP0109716,CUST02610,PROMO0000,Christmas Bonus,2025-11-01,11.13
TRIP0108620,CUST02584,PROMO0005,Premium Pass,2025-09-25,18.53
TRIP0057539,CUST01366,PROMO0007,Valentine's Special,2024-09-22,13.8
TRIP0119871,CUST02842,PROMO0035,Flash Sale,2025-08-29,23.26
TRIP0047254,CUST01115,PROMO0003,Spring Break,2024-11-11,14.53
TRIP0116847,CUST02776,PROMO0000,Christmas Bonus,2025-10-30,12.03
TRIP0056816,CUST01350,PROMO0028,Festival Pass,2025-07-06,10.51
TRIP0003834,CUST00093,PROMO0021,Holiday Rush,2025-03-30,21.91
TRIP0114390,CUST02717,PROMO0000,Christmas Bonus,2025-06-23,12.3
TRIP0003652,CUST00089,PROMO0012,Back to School,2025-05-21,9.18
TRIP0007864,CUST00188,PROMO0038,Black Friday,2024-08-08,6.25
TRIP0030221,CUST00714,PROMO0021,Holiday Rush,2025-02-18,14.56
TRIP0119127,CUST02824,PROMO0033,New User Welcome,2024-01-11,20.13
TRIP0095803,CUST02274,PROMO0021,Holiday Rush,2025-03-08,24.04
TRIP0108292,CUST02575,PROMO0013,Senior Special,2025-08-26,10.19
TRIP0073020,CUST01740,PROMO0022,Refer & Earn,2025-06-13,6.03
TRIP0086522,CUST02061,PROMO0023,Student Discount,2024-12-05,11.01
TRIP0045858,CUST01082,PROMO0020,Halloween Treat,2025-07-31,3.55
TRIP0071828,CUST01712,PROMO0000,Christmas Bonus,2025-11-12,8.02
TRIP0119049,CUST02822,PROMO0017,Christmas Bonus,2024-10-01,15.74
TRIP0007835,CUST00187,PROMO0031,Business Class,2025-06-21,7.62
TRIP0102294,CUST02431,PROMO0038,Black Friday,2024-07-17,9.64
TRIP0032207,CUST00762,PROMO0004,Black Friday,2025-09-20,2.7
TRIP0018583,CUST00438,PROMO0004,Black Friday,2025-01-16,4.29
TRIP0074176,CUST01768,PROMO0011,Corporate Account,2023-07-29,17.62
TRIP0050005,CUST01182,PROMO0002,Back to School,2025-06-22,3.4
TRIP0074360,CUST01773,PROMO0000,Christmas Bonus,2025-11-11,8.91
TRIP0107451,CUST02557,PROMO0029,Group Ride Deal,2024-11-28,2.89
TRIP0088044,CUST02096,PROMO0000,Christmas Bonus,2025-11-05,6.16
TRIP0037464,CUST00884,PROMO0007,Valentine's Special,2025-03-25,21.73
TRIP0038266,CUST00902,PROMO0002,Back to School,2024-06-27,3.19
TRIP0093712,CUST02225,PROMO0012,Back to School,2025-05-15,9.21
TRIP0031300,CUST00741,PROMO0004,Black Friday,2024-12-21,3.47
TRIP0064771,CUST01544,PROMO0029,Group Ride Deal,2025-08-16,2.45
TRIP0064686,CUST01541,PROMO0027,Business Class,2025-12-14,10.79
TRIP0026710,CUST00631,PROMO0031,Business Class,2024-08-26,9.46
TRIP0084036,CUST02003,PROMO0026,Seasonal Promo,2025-05-20,22.63
TRIP0006556,CUST00160,PROMO0000,Christmas Bonus,2025-10-31,9.84
TRIP0011460,CUST00270,PROMO0039,Airport Express,2024-04-11,12.97
TRIP0126420,CUST02992,PROMO0004,Black Friday,2025-01-03,4.74
TRIP0119601,CUST02835,PROMO0031,Business Class,2024-09-07,12.9
TRIP0055849,CUST01329,PROMO0022,Refer & Earn,2024-11-02,5.45
TRIP0055006,CUST01307,PROMO0028,Festival Pass,2024-11-18,7.96
TRIP0021831,CUST00518,PROMO0004,Black Friday,2024-12-21,5.05
TRIP0016643,CUST00399,PROMO0022,Refer & Earn,2024-10-16,6.88
TRIP0103863,CUST02466,PROMO0001,Christmas Bonus,2025-09-06,15.24
TRIP0024890,CUST00590,PROMO0017,Christmas Bonus,2024-05-28,15.59
TRIP0019011,CUST00450,PROMO0032,Refer & Earn,2025-07-09,9.21
TRIP0092929,CUST02208,PROMO0037,Premium Pass,2025-03-08,4.15
TRIP0078418,CUST01868,PROMO0003,Spring Break,2025-09-23,17.61
TRIP0071415,CUST01701,PROMO0031,Business Class,2024-09-04,12.61
TRIP0124786,CUST02953,PROMO0018,Business Class,2025-04-02,2.75
TRIP0015088,CUST00361,PROMO0031,Business Class,2024-09-26,13.77
TRIP0020897,CUST00493,PROMO0000,Christmas Bonus,2025-12-08,7.32
TRIP0009691,CUST00231,PROMO0004,Black Friday,2024-12-27,3.89
TRIP0049312,CUST01167,PROMO0022,Refer & Earn,2025-06-03,4.52
TRIP0118681,CUST02815,PROMO0006,Refer & Earn,2023-11-13,14.87
TRIP0113097,CUST02688,PROMO0004,Black Friday,2025-01-13,3.52
TRIP0051130,CUST01211,PROMO0025,Birthday Bonus,2025-07-28,7.34
TRIP0089008,CUST02118,PROMO0029,Group Ride Deal,2025-07-01,2.33
TRIP0058035,CUST01380,PROMO0013,Senior Special,2025-10-13,11.57
TRIP0020753,CUST00490,PROMO0017,Christmas Bonus,2024-09-26,14.9
TRIP0068654,CUST01636,PROMO0012,Back to School,2025-05-08,11.41
TRIP0013911,CUST00334,PROMO0031,Business Class,2024-08-18,11.4
TRIP0031692,CUST00750,PROMO0021,Holiday Rush,2025-03-18,11.83
TRIP0121842,CUST02885,PROMO0025,Birthday Bonus,2025-02-13,8.15
TRIP0098916,CUST02350,PROMO0010,Christmas Bonus,2024-03-10,13.6
TRIP0015887,CUST00380,PROMO0011,Corporate Account,2025-06-04,20.8
TRIP0000731,CUST00017,PROMO0011,Corporate Account,2025-09-22,11.44
TRIP0033904,CUST00802,PROMO0025,Birthday Bonus,2024-11-27,9.84
TRIP0033261,CUST00786,PROMO0039,Airport Express,2025-08-29,16.23
TRIP0010942,CUST00258,PROMO0000,Christmas Bonus,2025-11-05,8.73
TRIP0044939,CUST01060,PROMO0027,Business Class,2025-11-30,16.5
TRIP0099395,CUST02360,PROMO0026,Seasonal Promo,2025-05-04,15.25
TRIP0106098,CUST02523,PROMO0017,Christmas Bonus,2025-09-01,9.5
TRIP0009945,CUST00236,PROMO0013,Senior Special,2024-12-11,7.29
TRIP0010180,CUST00241,PROMO0026,Seasonal Promo,2024-01-01,22.86
TRIP0119883,CUST02842,PROMO0006,Refer & Earn,2025-06-20,9.15
TRIP0001942,CUST00050,PROMO0038,Black Friday,2025-07-01,9.15
TRIP0054497,CUST01290,PROMO0010,Christmas Bonus,2024-03-21,15.95
TRIP0076275,CUST01817,PROMO0020,Halloween Treat,2024-10-11,2.05
TRIP0038030,CUST00896,PROMO0000,Christmas Bonus,2025-09-12,8.94
TRIP0087126,CUST02075,PROMO0019,Back to School,2025-06-30,19.7
TRIP0079836,CUST01902,PROMO0025,Birthday Bonus,2024-12-03,5.21
TRIP0086245,CUST02054,PROMO0000,Christmas Bonus,2025-11-20,8.18
TRIP0032909,CUST00778,PROMO0001,Christmas Bonus,2024-09-24,23.76
TRIP0017514,CUST00415,PROMO0013,Senior Special,2025-10-11,10.25
TRIP0123809,CUST02932,PROMO0007,Valentine's Special,2025-09-03,25.39
TRIP0058192,CUST01384,PROMO0014,Valentine's Special,2025-08-10,17.25
TRIP0100088,CUST02376,PROMO0019,Back to School,2025-12-12,13.41
TRIP0062649,CUST01493,PROMO0031,Business Class,2024-08-29,10.29
TRIP0101730,CUST02417,PROMO0000,Christmas Bonus,2025-11-04,6.48
TRIP0055451,CUST01320,PROMO0037,Premium Pass,2025-02-26,5.2
TRIP0101741,CUST02417,PROMO0027,Business Class,2025-11-30,10.29
TRIP0032828,CUST00777,PROMO0016,Holiday Rush,2024-11-11,8.47
TRIP0014358,CUST00342,PROMO0009,City Explorer,2024-04-09,21.64
TRIP0083269,CUST01983,PROMO0011,Corporate Account,2023-06-21,22.36
TRIP0100159,CUST02378,PROMO0027,Business Class,2025-12-05,12.22
TRIP0087850,CUST02092,PROMO0027,Business Class,2025-12-15,15.08
TRIP0016121,CUST00387,PROMO0000,Christmas Bonus,2025-11-08,7.83
TRIP0107506,CUST02557,PROMO0016,Holiday Rush,2023-12-13,5.53
TRIP0000443,CUST00010,PROMO0012,Back to School,2025-06-01,7.75
TRIP0038306,CUST00903,PROMO0000,Christmas Bonus,2025-11-11,8.48
TRIP0046068,CUST01088,PROMO0000,Christmas Bonus,2025-11-07,6.23
TRIP0092492,CUST02198,PROMO0013,Senior Special,2025-10-04,11.02
TRIP0081310,CUST01934,PROMO0022,Refer & Earn,2024-10-29,4.18
TRIP0038164,CUST00899,PROMO0013,Senior Special,2025-10-22,8.56
TRIP0014732,CUST00352,PROMO0017,Christmas Bonus,2024-05-20,10.93
TRIP0048511,CUST01146,PROMO0037,Premium Pass,2025-02-06,6.67
TRIP0099917,CUST02373,PROMO0028,Festival Pass,2025-08-04,13.49
TRIP0050067,CUST01184,PROMO0020,Halloween Treat,2024-10-26,2.28
TRIP0016938,CUST00405,PROMO0003,Spring Break,2025-09-07,17.35
TRIP0112346,CUST02672,PROMO0004,Black Friday,2025-01-10,4.0
TRIP0060261,CUST01437,PROMO0021,Holiday Rush,2025-03-21,23.44
TRIP0015622,CUST00372,PROMO0016,Holiday Rush,2025-07-21,4.97
TRIP0055023,CUST01307,PROMO0013,Senior Special,2025-10-21,9.1
TRIP0029397,CUST00697,PROMO0013,Senior Special,2025-10-21,7.17
TRIP0031362,CUST00743,PROMO0021,Holiday Rush,2025-03-05,12.12
TRIP0076948,CUST01834,PROMO0000,Christmas Bonus,2025-10-28,9.23
TRIP0075265,CUST01793,PROMO0020,Halloween Treat,2025-10-01,3.81
TRIP0011153,CUST00264,PROMO0013,Senior Special,2025-10-18,12.18
TRIP0050569,CUST01196,PROMO0036,Late Night Saver,2025-08-30,10.27
TRIP0110976,CUST02638,PROMO0028,Festival Pass,2023-05-15,7.42
TRIP0026687,CUST00630,PROMO0000,Christmas Bonus,2025-11-25,6.81
TRIP0103472,CUST02457,PROMO0033,New User Welcome,2024-01-06,13.84
TRIP0033283,CUST00787,PROMO0000,Christmas Bonus,2025-11-07,8.98
TRIP0002741,CUST00067,PROMO0013,Senior Special,2025-10-06,7.18
TRIP0003040,CUST00073,PROMO0027,Business Class,2025-11-25,11.98
TRIP0062759,CUST01496,PROMO0035,Flash Sale,2025-07-29,18.65
TRIP0006539,CUST00159,PROMO0003,Spring Break,2024-12-06,21.03
TRIP0089738,CUST02134,PROMO0000,Christmas Bonus,2025-10-30,12.55
TRIP0118735,CUST02816,PROMO0017,Christmas Bonus,2024-06-13,18.45
TRIP0082790,CUST01972,PROMO0000,Christmas Bonus,2025-11-26,13.34
TRIP0118387,CUST02809,PROMO0035,Flash Sale,2025-08-20,24.28
TRIP0117355,CUST02786,PROMO0021,Holiday Rush,2025-03-22,13.38
TRIP0008603,CUST00204,PROMO0015,City Explorer,2025-09-07,19.0
TRIP0079334,CUST01888,PROMO0010,Christmas Bonus,2024-02-15,9.87
TRIP0094120,CUST02236,PROMO0000,Christmas Bonus,2025-12-14,6.33
TRIP0052541,CUST01242,PROMO0011,Corporate Account,2025-06-08,21.45
TRIP0110119,CUST02619,PROMO0002,Back to School,2024-06-15,3.22
TRIP0113243,CUST02692,PROMO0020,Halloween Treat,2025-06-13,3.72
TRIP0075727,CUST01805,PROMO0000,Christmas Bonus,2025-10-27,6.48
TRIP0003276,CUST00079,PROMO0037,Premium Pass,2025-02-27,3.41
TRIP0066060,CUST01579,PROMO0009,City Explorer,2024-11-18,21.76
TRIP0068725,CUST01638,PROMO0010,Christmas Bonus,2024-02-11,14.23
TRIP0085628,CUST02039,PROMO0023,Student Discount,2025-08-01,9.63
TRIP0005236,CUST00129,PROMO0029,Group Ride Deal,2025-07-10,2.72
TRIP0016804,CUST00403,PROMO0012,Back to School,2025-06-02,12.0
TRIP0043642,CUST01030,PROMO0038,Black Friday,2024-07-18,8.41
TRIP0118638,CUST02814,PROMO0008,Business Class,2025-09-26,16.39
TRIP0062462,CUST01489,PROMO0031,Business Class,2024-09-06,9.58
TRIP0084327,CUST02009,PROMO0002,Back to School,2024-09-14,2.03
TRIP0083132,CUST01980,PROMO0000,Christmas Bonus,2025-11-15,12.24
TRIP0011008,CUST00260,PROMO0008,Business Class,2025-09-27,26.64
TRIP0094169,CUST02238,PROMO0022,Refer & Earn,2025-07-08,6.41
TRIP0074145,CUST01768,PROMO0011,Corporate Account,2025-09-09,11.99
TRIP0081071,CUST01929,PROMO0024,Student Discount,2024-12-10,21.36
TRIP0076963,CUST01834,PROMO0000,Christmas Bonus,2025-12-03,10.31
TRIP0088774,CUST02113,PROMO0022,Refer & Earn,2024-11-03,5.74
TRIP0050381,CUST01191,PROMO0001,Christmas Bonus,2025-06-13,16.21
TRIP0077053,CUST01836,PROMO0000,Christmas Bonus,2025-11-13,9.82
TRIP0083345,CUST01986,PROMO0003,Spring Break,2025-09-17,15.74
TRIP0027635,CUST00654,PROMO0034,Refer & Earn,2025-07-02,9.21
TRIP0081932,CUST01952,PROMO0013,Senior Special,2025-10-20,9.74
TRIP0073185,CUST01744,PROMO0015,City Explorer,2025-08-27,24.47
TRIP0016139,CUST00387,PROMO0030,VIP Membership,2024-03-16,13.45
TRIP0019495,CUST00458,PROMO0035,Flash Sale,2024-11-14,21.52
TRIP0090691,CUST02158,PROMO0000,Christmas Bonus,2025-11-05,7.15
TRIP0050787,CUST01202,PROMO0012,Back to School,2025-07-04,10.6
TRIP0028298,CUST00670,PROMO0022,Refer & Earn,2025-06-22,8.77
TRIP0043155,CUST01018,PROMO0039,Airport Express,2025-09-28,13.74
TRIP0120036,CUST02845,PROMO0011,Corporate Account,2023-07-27,14.32
TRIP0023000,CUST00541,PROMO0027,Business Class,2025-12-06,13.41
TRIP0067715,CUST01616,PROMO0017,Christmas Bonus,2024-06-24,17.73
TRIP0026169,CUST00620,PROMO0005,Premium Pass,2024-06-23,18.61
TRIP0046925,CUST01108,PROMO0017,Christmas Bonus,2024-05-22,12.64
TRIP0058826,CUST01400,PROMO0027,Business Class,2025-09-28,11.6
TRIP0028322,CUST00671,PROMO0019,Back to School,2025-09-17,12.57
TRIP0122820,CUST02908,PROMO0039,Airport Express,2024-05-09,10.64
TRIP0050211,CUST01188,PROMO0028,Festival Pass,2025-08-27,10.34
TRIP0092216,CUST02194,PROMO0025,Birthday Bonus,2024-04-14,4.94
TRIP0048967,CUST01159,PROMO0029,Group Ride Deal,2025-07-15,3.61
TRIP0075443,CUST01798,PROMO0029,Group Ride Deal,2025-07-10,3.27
TRIP0017754,CUST00420,PROMO0010,Christmas Bonus,2025-07-05,8.9
TRIP0076239,CUST01816,PROMO0025,Birthday Bonus,2025-09-01,5.04
TRIP0044077,CUST01042,PROMO0012,Back to School,2025-05-27,11.34
TRIP0064934,CUST01548,PROMO0000,Christmas Bonus,2025-06-30,6.73
TRIP0019576,CUST00460,PROMO0004,Black Friday,2025-01-07,2.71
TRIP0016799,CUST00402,PROMO0026,Seasonal Promo,2025-04-18,19.69
TRIP0087381,CUST02081,PROMO0023,Student Discount,2025-06-27,6.42
TRIP0003370,CUST00081,PROMO0011,Corporate Account,2025-08-01,21.82
TRIP0030957,CUST00732,PROMO0029,Group Ride Deal,2025-08-30,2.06
TRIP0009908,CUST00236,PROMO0006,Refer & Earn,2023-11-16,10.23
TRIP0092150,CUST02192,PROMO0039,Airport Express,2023-06-13,9.87
TRIP0109416,CUST02603,PROMO0014,Valentine's Special,2025-12-09,14.99
TRIP0034002,CUST00805,PROMO0000,Christmas Bonus,2025-12-04,11.92
TRIP0026631,CUST00629,PROMO0013,Senior Special,2025-10-07,8.38
TRIP0070719,CUST01683,PROMO0025,Birthday Bonus,2025-01-25,4.71
TRIP0020093,CUST00472,PROMO0010,Christmas Bonus,2024-03-03,17.48
TRIP0068078,CUST01624,PROMO0000,Christmas Bonus,2025-11-02,9.85
TRIP0107842,CUST02564,PROMO0028,Festival Pass,2025-07-03,12.81
TRIP0070344,CUST01675,PROMO0019,Back to School,2025-09-12,11.59
TRIP0061533,CUST01467,PROMO0000,Christmas Bonus,2025-11-17,9.98
TRIP0109733,CUST02611,PROMO0000,Christmas Bonus,2025-11-17,6.17
TRIP0036838,CUST00869,PROMO0012,Back to School,2025-06-28,11.03
TRIP0069370,CUST01654,PROMO0033,New User Welcome,2024-01-04,22.32
TRIP0075643,CUST01804,PROMO0013,Senior Special,2025-10-07,6.65
TRIP0111924,CUST02661,PROMO0017,Christmas Bonus,2024-05-27,17.12
TRIP0066699,CUST01591,PROMO0010,Christmas Bonus,2024-12-13,8.33
TRIP0054538,CUST01291,PROMO0020,Halloween Treat,2025-06-13,1.75
TRIP0089619,CUST02132,PROMO0003,Spring Break,2024-10-03,10.66
TRIP0035539,CUST00842,PROMO0025,Birthday Bonus,2025-01-21,9.51
TRIP0010634,CUST00251,PROMO0029,Group Ride Deal,2025-09-23,3.63
TRIP0003500,CUST00086,PROMO0032,Refer & Earn,2025-08-27,16.47
TRIP0061120,CUST01458,PROMO0038,Black Friday,2024-04-16,10.63
TRIP0110396,CUST02625,PROMO0013,Senior Special,2025-10-29,11.29
TRIP0066396,CUST01586,PROMO0030,VIP Membership,2025-07-08,12.85
TRIP0094736,CUST02250,PROMO0000,Christmas Bonus,2025-11-29,10.36
TRIP0036189,CUST00856,PROMO0019,Back to School,2024-12-06,13.56
TRIP0098864,CUST02349,PROMO0016,Holiday Rush,2025-06-19,5.61
TRIP0124951,CUST02956,PROMO0013,Senior Special,2025-10-05,14.42
TRIP0068341,CUST01629,PROMO0026,Seasonal Promo,2025-06-24,18.74
