trip_id,customer_id,driver_id,city,pickup_area,dropoff_area,trip_datetime,trip_status,distance_km,duration_min,fare_amount,platform_revenue,driver_payout,promo_used,surge_multiplier
TRIP0063296,CUST01509,DRV8406,Amsterdam,Centrum,Amstelveen,2024-12-22 18:38:00,cancelled,4.73,20.8,3.922,0.98,2.94,1,1.0
TRIP0063297,CUST01509,DRV2990,Amsterdam,Jordaan,Zuidas,2025-06-06 21:57:00,completed,4.61,33.9,7.41,1.85,5.56,0,1.0
TRIP0063298,CUST01509,DRV5680,Amsterdam,Westerpark,Amstelveen,2024-11-20 21:33:00,completed,,26.2,7.49,1.87,5.62,0,1.0
TRIP0063299,CUST01509,DRV3926,Amsterdam,Jordaan,Amsterdam-Noord,2024-11-24 15:12:00,completed,11.97,43.7,8.09,2.02,6.07,0,1.0
TRIP0063300,CUST01509,DRV4288,Amsterdam,De Pijp,Oost,2025-10-29 18:52:00,completed,6.27,35.7,8.85,2.21,6.64,0,1.0
TRIP0063301,CUST01509,DRV2025,Amsterdam,Bijlmer,Amstelveen,2025-10-03 17:41:00,completed,3.84,27.3,7.34,1.84,5.5,1,1.0
TRIP0063302,CUST01509,DRV6953,Amsterdam,Westerpark,Jordaan,2025-11-17 05:58:00,cancelled,10.95,39.7,3.276,0.82,2.46,0,1.0
TRIP0063303,CUST01509,DRV4052,Amsterdam,Centrum,Bijlmer,2025-10-08 07:04:00,completed,3.21,38.1,12.23,3.06,9.17,0,1.2
TRIP0063304,CUST01509,DRV9855,Amsterdam,Amsterdam-Noord,Zuidas,2024-11-17 10:21:00,completed,12.28,15.6,17.24,4.31,12.93,0,1.0
TRIP0063305,CUST01509,DRV2421,Amsterdam,Zuidas,Amsterdam-Noord,2025-09-23 23:30:00,completed,3.41,29.8,5.71,1.43,4.28,0,1.0
TRIP0063306,CUST01509,DRV9851,Amsterdam,Oost,Centrum,2025-03-03 16:23:00,cancelled,9.17,,2.14,0.54,1.6,0,1.0
TRIP0063307,CUST01509,DRV7934,Amsterdam,Westerpark,De Pijp,2025-07-16 14:38:00,completed,11.25,14.5,19.98,5.0,14.98,0,1.0
TRIP0063308,CUST01509,DRV6004,Amsterdam,Centrum,Oud-West,2025-10-09 17:57:00,cancelled,8.64,31.8,1.3780000000000001,0.34,1.04,1,1.0
TRIP0063309,CUST01509,DRV1419,Amsterdam,Centrum,Bijlmer,2025-04-24 20:04:00,completed,3.78,15.4,18.26,4.57,13.69,0,1.2
TRIP0063310,CUST01510,DRV3774,Milan,Città Studi,Lambrate,2025-01-21 11:12:00,completed,7.85,5.7,20.99,5.25,15.74,0,1.2
TRIP0063311,CUST01510,DRV3023,Milan,Brera,Loreto,2025-04-22 07:35:00,cancelled,5.89,19.8,3.6520000000000006,0.91,2.74,0,1.2
TRIP0063312,CUST01510,DRV6248,Milan,Bicocca,Porta Venezia,2025-05-24 16:20:00,completed,8.36,18.5,7.71,1.93,5.78,0,1.0
TRIP0063313,CUST01510,DRV9934,Milan,Porta Venezia,Brera,2025-09-15 18:32:00,completed,7.59,5.9,7.49,1.87,5.62,0,1.0
TRIP0063314,CUST01510,DRV8980,Milan,Isola,Brera,2025-01-17 12:07:00,completed,,11.4,8.25,2.06,6.19,0,1.0
TRIP0063315,CUST01510,DRV2336,Milan,Lambrate,Città Studi,2025-09-07 21:24:00,completed,10.55,34.2,17.91,4.48,13.43,1,1.0
TRIP0063316,CUST01510,DRV3150,Milan,Navigli,Brera,2025-05-07 22:54:00,completed,8.31,31.0,18.76,4.69,14.07,0,1.0
TRIP0063317,CUST01510,DRV3976,Milan,Isola,Navigli,2025-07-03 11:23:00,completed,3.48,43.2,17.57,4.39,13.18,0,1.0
TRIP0063318,CUST01510,DRV9708,Milan,Città Studi,Porta Romana,2025-10-19 21:46:00,completed,4.47,31.0,24.52,6.13,18.39,0,1.5
TRIP0063319,CUST01510,DRV4353,Milan,Porta Venezia,Navigli,2025-06-17 15:18:00,completed,5.65,44.2,11.78,2.94,8.84,0,1.0
TRIP0063320,CUST01510,DRV2958,Milan,Bicocca,Loreto,2025-02-22 22:01:00,completed,8.67,29.4,12.81,3.2,9.61,0,1.2
TRIP0063321,CUST01510,DRV1003,Milan,Centro Storico,Navigli,2025-05-22 18:07:00,completed,8.67,,13.94,3.48,10.46,0,1.0
TRIP0063322,CUST01510,DRV7916,Milan,Navigli,Isola,2025-02-06 12:11:00,completed,7.62,11.8,11.99,3.0,8.99,0,1.0
TRIP0063323,CUST01510,DRV5694,Milan,Lambrate,Loreto,2025-06-27 12:59:00,cancelled,7.15,24.9,2.0460000000000003,0.51,1.54,0,1.0
TRIP0063324,CUST01510,DRV6285,Milan,Città Studi,Lambrate,2025-07-24 16:42:00,completed,8.93,43.7,17.76,4.44,13.32,0,1.2
TRIP0063325,CUST01510,DRV8866,Milan,Navigli,Loreto,2025-10-29 14:02:00,completed,7.33,37.9,16.6,4.15,12.45,0,1.0
TRIP0063326,CUST01510,DRV5830,Milan,Città Studi,Isola,2025-12-14 06:19:00,completed,12.54,5.1,13.03,3.26,9.77,0,1.0
TRIP0063327,CUST01510,DRV3756,Milan,Loreto,Centro Storico,2025-01-24 20:34:00,completed,6.58,42.8,8.36,2.09,6.27,0,1.0
TRIP0063328,CUST01510,DRV9614,Milan,Porta Venezia,Loreto,2025-09-17 10:31:00,completed,2.45,29.6,13.77,3.44,10.33,0,1.0
TRIP0063329,CUST01510,DRV4436,Milan,Loreto,Città Studi,2025-05-22 17:25:00,completed,11.76,,17.64,4.41,13.23,0,1.0
TRIP0063330,CUST01510,DRV7299,Milan,Loreto,Isola,2025-04-01 17:33:00,completed,5.45,34.6,17.6,4.4,13.2,0,1.0
TRIP0063331,CUST01510,DRV2994,Milan,Bicocca,Navigli,2025-07-17 07:06:00,completed,5.22,14.6,14.4,3.6,10.8,0,1.0
TRIP0063332,CUST01510,DRV3271,Milan,Città Studi,Brera,2025-11-10 10:52:00,completed,12.93,17.2,12.18,3.04,9.14,0,1.0
TRIP0063333,CUST01510,DRV6127,Milan,Bicocca,Lambrate,2025-07-04 19:18:00,completed,6.97,19.5,13.74,3.44,10.3,0,1.0
TRIP0063334,CUST01510,DRV9876,Milan,Città Studi,Isola,2025-08-21 20:48:00,completed,10.65,38.4,12.52,3.13,9.39,0,1.0
TRIP0063335,CUST01510,DRV2732,Milan,Brera,Isola,2025-05-29 09:20:00,completed,5.58,39.8,15.88,3.97,11.91,0,1.0
TRIP0063336,CUST01510,DRV7838,Milan,Lambrate,Porta Romana,2025-01-16 11:22:00,completed,3.39,38.8,9.39,2.35,7.04,0,1.0
TRIP0063337,CUST01511,DRV5802,London,Westminster,Hammersmith,2024-06-09 07:06:00,completed,7.02,30.5,10.02,2.5,7.52,0,1.0
TRIP0063338,CUST01511,DRV9855,London,Richmond,Shoreditch,2024-09-19 19:02:00,completed,2.63,20.2,16.23,4.06,12.17,0,1.0
TRIP0063339,CUST01511,DRV5129,London,Hackney,Westminster,2025-10-24 10:42:00,completed,2.62,10.5,9.54,2.38,7.16,1,1.0
TRIP0063340,CUST01511,DRV7533,London,Kensington,Hackney,2024-12-24 18:58:00,completed,10.22,39.6,21.1,5.28,15.82,0,1.2
TRIP0063341,CUST01511,DRV9330,London,Canary Wharf,Camden,2024-10-28 12:47:00,completed,7.69,20.7,13.77,3.44,10.33,0,1.0
TRIP0063342,CUST01511,DRV8890,London,Hammersmith,Camden,2024-08-15 23:25:00,completed,9.15,21.5,30.12,7.53,22.59,0,1.2
TRIP0063343,CUST01511,DRV2908,London,Hammersmith,Greenwich,2023-07-15 11:38:00,completed,9.07,44.5,14.43,3.61,10.82,0,1.0
TRIP0063344,CUST01511,DRV6618,London,Brixton,Kensington,2023-10-06 20:31:00,completed,8.61,28.4,12.41,3.1,9.31,0,1.0
TRIP0063345,CUST01511,DRV7487,London,Canary Wharf,Richmond,2024-01-31 06:21:00,completed,3.96,29.2,9.77,2.44,7.33,0,1.2
TRIP0063346,CUST01511,DRV4004,London,Hackney,Greenwich,2024-06-28 17:25:00,cancelled,12.27,17.7,5.336,1.33,4.01,0,1.0
TRIP0063347,CUST01511,DRV8940,London,Camden,Brixton,2025-09-19 13:14:00,completed,7.78,33.3,14.55,3.64,10.91,0,1.0
TRIP0063348,CUST01511,DRV6217,London,Canary Wharf,Shoreditch,2025-03-22 06:47:00,completed,1.4,7.4,30.69,7.67,23.02,0,1.2
TRIP0063349,CUST01511,DRV2932,London,Kensington,Canary Wharf,2025-05-20 18:49:00,completed,9.98,42.3,22.06,5.52,16.54,0,1.0
TRIP0063350,CUST01511,DRV4427,London,Hackney,Kensington,2024-07-08 00:17:00,completed,11.38,26.2,8.38,2.1,6.28,0,1.0
TRIP0063351,CUST01511,DRV9609,London,Camden,Hackney,2024-01-21 06:47:00,completed,11.18,17.4,25.51,6.38,19.13,0,1.0
TRIP0063352,CUST01511,DRV2332,London,Kensington,Brixton,2023-07-25 23:52:00,completed,8.48,29.9,18.92,4.73,14.19,0,1.5
TRIP0063353,CUST01511,DRV1827,London,Camden,Greenwich,2025-06-03 18:28:00,completed,3.48,33.2,13.47,3.37,10.1,0,1.0
TRIP0063354,CUST01511,DRV7972,London,Brixton,Westminster,2024-03-29 03:12:00,completed,4.68,24.2,10.04,2.51,7.53,1,1.0
TRIP0063355,CUST01511,DRV3146,London,Canary Wharf,Richmond,2025-07-24 14:41:00,completed,4.2,29.4,27.27,6.82,20.45,0,1.0
TRIP0063356,CUST01511,DRV2427,London,Brixton,Shoreditch,2025-04-14 17:27:00,completed,3.24,14.9,8.77,2.19,6.58,0,1.0
TRIP0063357,CUST01511,DRV4590,London,Greenwich,Shoreditch,2023-09-11 11:32:00,completed,7.84,37.3,20.51,5.13,15.38,0,1.2
TRIP0063358,CUST01511,DRV8309,London,Greenwich,Hammersmith,2025-10-12 07:26:00,completed,,29.6,14.61,3.65,10.96,0,1.0
TRIP0063359,CUST01511,DRV2438,London,Shoreditch,Greenwich,2025-09-08 22:56:00,completed,9.27,30.4,32.19,8.05,24.14,1,1.2
TRIP0063360,CUST01511,DRV6781,London,Westminster,Kensington,2025-04-05 08:04:00,completed,10.51,7.9,8.34,2.08,6.26,0,1.0
TRIP0063361,CUST01511,DRV5713,London,Brixton,Camden,2024-08-09 19:52:00,cancelled,5.31,9.8,5.414000000000001,1.35,4.06,0,1.0
TRIP0063362,CUST01511,DRV9501,London,Hackney,Westminster,2024-11-06 09:18:00,cancelled,8.64,26.0,2.044,0.51,1.53,0,1.0
TRIP0063363,CUST01511,DRV9474,London,Canary Wharf,Westminster,2025-07-11 09:25:00,completed,12.08,13.7,7.48,1.87,5.61,0,1.0
TRIP0063364,CUST01511,DRV7534,London,Greenwich,Brixton,2024-03-22 06:28:00,completed,2.13,12.6,13.84,3.46,10.38,0,1.0
TRIP0063365,CUST01511,DRV2091,London,Brixton,Hackney,2024-05-27 21:21:00,completed,6.71,32.1,27.55,6.89,20.66,1,1.0
TRIP0063366,CUST01511,DRV5665,London,Shoreditch,Westminster,2025-01-27 12:34:00,completed,11.65,35.7,7.89,1.97,5.92,0,1.2
TRIP0063367,CUST01511,DRV8597,London,Shoreditch,Hammersmith,2025-06-27 10:59:00,completed,4.77,36.5,9.69,2.42,7.27,0,1.0
TRIP0063368,CUST01511,DRV8723,London,Hammersmith,Hackney,2025-08-11 12:07:00,completed,5.91,13.9,10.04,2.51,7.53,0,1.0
TRIP0063369,CUST01511,DRV2344,London,Brixton,Greenwich,2024-11-14 09:08:00,completed,4.56,27.2,10.29,2.57,7.72,0,1.2
TRIP0063370,CUST01511,DRV3750,London,Shoreditch,Richmond,2024-09-12 14:54:00,completed,6.25,40.1,8.11,2.03,6.08,0,1.0
TRIP0063371,CUST01511,DRV4356,London,Kensington,Camden,2024-11-18 05:20:00,completed,3.74,34.9,27.99,7.0,20.99,0,1.2
TRIP0063372,CUST01511,DRV6088,London,Camden,Shoreditch,2025-08-16 08:00:00,completed,12.66,43.7,30.92,7.73,23.19,0,1.2
TRIP0063373,CUST01511,DRV1725,London,Canary Wharf,Hammersmith,2025-11-25 07:04:00,completed,11.63,26.0,22.42,5.6,16.82,0,1.2
TRIP0063374,CUST01511,DRV8027,London,Westminster,Hammersmith,2024-08-17 22:21:00,completed,8.51,25.2,6.56,1.64,4.92,0,1.0
TRIP0063375,CUST01511,DRV5602,London,Camden,Brixton,2024-03-30 17:24:00,completed,7.29,44.4,11.61,2.9,8.71,0,1.2
TRIP0063376,CUST01511,DRV3173,London,Kensington,Canary Wharf,2024-05-07 08:52:00,completed,4.82,8.3,17.46,4.36,13.1,1,1.2
TRIP0063377,CUST01511,DRV6094,London,Richmond,Hackney,2023-09-12 18:50:00,completed,10.58,33.9,19.23,4.81,14.42,0,1.0
TRIP0063378,CUST01511,DRV9604,London,Brixton,Westminster,2023-09-19 21:09:00,completed,11.34,,22.95,5.74,17.21,1,1.0
TRIP0063379,CUST01511,DRV4394,London,Kensington,Richmond,2023-10-16 19:56:00,completed,10.81,32.6,12.29,3.07,9.22,0,1.0
TRIP0063380,CUST01511,DRV5928,London,Shoreditch,Kensington,2024-06-04 10:25:00,completed,2.64,33.9,7.55,1.89,5.66,0,1.0
TRIP0063381,CUST01511,DRV9206,London,Camden,Hammersmith,2023-12-17 03:55:00,completed,9.05,25.3,25.48,6.37,19.11,0,1.0
TRIP0063382,CUST01511,DRV9467,London,Westminster,Canary Wharf,2023-06-26 17:44:00,completed,4.77,16.4,10.19,2.55,7.64,0,1.0
TRIP0063383,CUST01511,DRV7761,London,Shoreditch,Hammersmith,2024-02-25 09:45:00,completed,7.12,16.8,10.85,2.71,8.14,0,1.0
TRIP0063384,CUST01511,DRV5990,London,Greenwich,Camden,2025-07-23 14:14:00,cancelled,10.94,38.6,3.1780000000000004,0.79,2.39,0,1.5
TRIP0063385,CUST01511,DRV8114,London,Camden,Greenwich,2025-11-26 19:47:00,completed,4.09,25.3,33.41,8.35,25.06,0,1.2
TRIP0063386,CUST01511,DRV6667,London,Richmond,Shoreditch,2025-02-27 05:56:00,completed,1.36,8.6,24.77,6.19,18.58,0,1.0
TRIP0063387,CUST01511,DRV8591,London,Canary Wharf,Greenwich,2024-03-15 09:57:00,completed,10.75,38.0,16.26,4.07,12.19,0,1.2
TRIP0063388,CUST01511,DRV1989,London,Hackney,Camden,2023-12-28 13:58:00,cancelled,8.45,38.8,5.704000000000001,1.43,4.27,0,1.2
TRIP0063389,CUST01511,DRV9639,London,Greenwich,Canary Wharf,2024-03-20 10:45:00,completed,1.49,20.6,17.3,4.32,12.98,0,1.2
TRIP0063390,CUST01511,DRV3843,London,Westminster,Shoreditch,2023-07-12 14:40:00,completed,5.07,35.3,16.56,4.14,12.42,0,1.0
TRIP0063391,CUST01511,DRV6369,London,Brixton,Richmond,2024-10-28 08:59:00,completed,2.5,19.8,26.25,6.56,19.69,0,1.0
TRIP0063392,CUST01511,DRV3315,London,Canary Wharf,Westminster,2025-01-16 14:12:00,cancelled,12.03,16.7,1.262,0.32,0.94,0,1.0
TRIP0063393,CUST01511,DRV8171,London,Richmond,Greenwich,2023-08-12 03:46:00,cancelled,12.85,11.0,2.8920000000000003,0.72,2.17,0,1.2
TRIP0063394,CUST01511,DRV5767,London,Westminster,Richmond,2023-12-13 12:22:00,completed,2.66,16.0,27.83,6.96,20.87,0,1.0
TRIP0063395,CUST01511,DRV5726,London,Kensington,Hackney,2023-07-11 16:48:00,completed,9.91,35.3,22.49,5.62,16.87,1,1.0
TRIP0063396,CUST01511,DRV5042,London,Greenwich,Shoreditch,2025-03-31 02:24:00,completed,5.6,,19.24,4.81,14.43,0,1.2
TRIP0063397,CUST01511,DRV7000,London,Camden,Kensington,2024-01-16 22:32:00,completed,4.33,16.0,7.54,1.88,5.66,0,1.2
TRIP0063398,CUST01511,DRV1340,London,Shoreditch,Camden,2023-07-26 18:14:00,completed,8.09,25.4,7.83,1.96,5.87,0,1.2
TRIP0063399,CUST01511,DRV8776,London,Hammersmith,Kensington,2025-10-11 09:58:00,completed,4.42,25.1,31.84,7.96,23.88,0,1.2
TRIP0063400,CUST01512,DRV7620,Amsterdam,Centrum,Oud-West,2024-09-12 10:57:00,completed,7.48,7.5,8.35,2.09,6.26,0,1.0
TRIP0063401,CUST01512,DRV5131,Amsterdam,De Pijp,Westerpark,2025-01-20 16:28:00,completed,,43.5,9.03,2.26,6.77,0,1.0
TRIP0063402,CUST01512,DRV3449,Amsterdam,Zuidas,Bijlmer,2024-04-20 22:46:00,completed,3.2,29.7,7.24,1.81,5.43,0,1.2
TRIP0063403,CUST01512,DRV3035,Amsterdam,Zuidas,Jordaan,2024-10-04 10:31:00,completed,11.64,28.0,16.13,4.03,12.1,1,1.0
TRIP0063404,CUST01512,DRV7228,Amsterdam,Bijlmer,Oost,2025-07-26 21:05:00,completed,12.17,31.2,14.72,3.68,11.04,0,1.0
TRIP0063405,CUST01512,DRV8929,Amsterdam,Zuidas,Jordaan,2023-11-29 19:26:00,completed,6.2,17.8,18.44,4.61,13.83,0,1.0
TRIP0063406,CUST01512,DRV3844,Amsterdam,Zuidas,Oost,2025-06-14 09:47:00,completed,9.02,34.2,9.77,2.44,7.33,0,1.0
TRIP0063407,CUST01512,DRV5679,Amsterdam,Oud-West,Jordaan,2025-07-04 19:33:00,completed,10.81,41.8,18.09,4.52,13.57,0,1.0
TRIP0063408,CUST01512,DRV2040,Amsterdam,Centrum,Amsterdam-Noord,2025-11-29 16:42:00,completed,4.08,31.1,16.37,4.09,12.28,0,1.2
TRIP0063409,CUST01512,DRV8932,Amsterdam,Westerpark,Oud-West,2023-09-15 20:48:00,completed,5.63,,11.48,2.87,8.61,1,1.0
TRIP0063410,CUST01512,DRV6966,Amsterdam,Westerpark,Oost,2025-03-04 20:40:00,completed,10.21,31.1,17.13,4.28,12.85,0,1.0
TRIP0063411,CUST01512,DRV1948,Amsterdam,Centrum,Oost,2025-04-04 19:41:00,completed,4.26,32.9,17.87,4.47,13.4,0,1.2
TRIP0063412,CUST01512,DRV1987,Amsterdam,Westerpark,De Pijp,2025-05-08 12:59:00,completed,8.23,41.0,11.09,2.77,8.32,0,1.2
TRIP0063413,CUST01512,DRV8809,Amsterdam,Amstelveen,Westerpark,2025-01-10 15:07:00,completed,1.93,33.4,5.01,1.25,3.76,1,1.0
TRIP0063414,CUST01512,DRV7050,Amsterdam,Zuidas,Amstelveen,2025-04-25 22:48:00,completed,1.51,44.6,12.82,3.2,9.62,1,1.0
TRIP0063415,CUST01512,DRV5602,Amsterdam,Westerpark,Oud-West,2025-03-17 06:35:00,completed,9.74,11.6,5.71,1.43,4.28,0,1.0
TRIP0063416,CUST01512,DRV5046,Amsterdam,Oud-West,Centrum,2024-05-28 17:27:00,completed,2.89,22.7,5.15,1.29,3.86,0,1.0
TRIP0063417,CUST01512,DRV7549,Amsterdam,Zuidas,Westerpark,2025-12-03 08:13:00,completed,6.28,30.9,9.41,2.35,7.06,0,1.0
TRIP0063418,CUST01512,DRV2613,Amsterdam,Amsterdam-Noord,Zuidas,2024-05-30 17:52:00,completed,2.26,23.8,11.47,2.87,8.6,0,1.2
TRIP0063419,CUST01512,DRV6408,Amsterdam,Oud-West,Jordaan,2025-11-02 20:50:00,cancelled,7.75,21.0,3.2880000000000003,0.82,2.47,0,1.2
TRIP0063420,CUST01512,DRV5458,Amsterdam,Jordaan,Zuidas,2024-08-04 15:58:00,completed,10.83,22.9,12.22,3.06,9.16,0,1.0
TRIP0063421,CUST01512,DRV6432,Amsterdam,Zuidas,De Pijp,2025-10-29 10:48:00,completed,6.39,30.5,18.25,4.56,13.69,0,1.5
TRIP0063422,CUST01512,DRV4127,Amsterdam,Jordaan,Bijlmer,2025-09-06 15:19:00,cancelled,6.16,15.5,2.228,0.56,1.67,0,1.0
TRIP0063423,CUST01512,DRV4979,Amsterdam,Westerpark,Zuidas,2023-12-19 19:09:00,completed,1.41,33.9,17.64,4.41,13.23,0,1.0
TRIP0063424,CUST01512,DRV4600,Amsterdam,Westerpark,Zuidas,2025-02-25 20:29:00,cancelled,6.34,12.2,3.436,0.86,2.58,0,1.2
TRIP0063425,CUST01512,DRV2977,Amsterdam,Oost,Amstelveen,2023-11-04 21:00:00,cancelled,4.23,44.4,3.8100000000000005,0.95,2.86,0,1.2
TRIP0063426,CUST01512,DRV2864,Amsterdam,Bijlmer,Oost,2024-09-13 23:39:00,completed,1.78,12.9,19.54,4.88,14.66,0,1.2
TRIP0063427,CUST01512,DRV3401,Amsterdam,Centrum,Westerpark,2025-12-15 22:49:00,completed,9.63,31.6,19.44,4.86,14.58,0,1.0
TRIP0063428,CUST01512,DRV3492,Amsterdam,Centrum,Amstelveen,2025-10-10 22:27:00,cancelled,7.99,14.3,3.5220000000000002,0.88,2.64,0,1.0
TRIP0063429,CUST01512,DRV8413,Amsterdam,De Pijp,Oud-West,2024-06-04 18:01:00,completed,2.97,38.9,6.63,1.66,4.97,0,1.0
TRIP0063430,CUST01512,DRV3462,Amsterdam,Amsterdam-Noord,Oud-West,2025-07-09 11:37:00,completed,11.54,25.9,21.12,5.28,15.84,0,1.2
TRIP0063431,CUST01512,DRV2120,Amsterdam,Amstelveen,Zuidas,2025-05-30 05:59:00,completed,8.19,27.2,14.57,3.64,10.93,0,1.0
TRIP0063432,CUST01512,DRV2603,Amsterdam,Zuidas,Westerpark,2025-06-09 06:23:00,completed,8.54,27.2,12.17,3.04,9.13,1,1.0
TRIP0063433,CUST01512,DRV4810,Amsterdam,Westerpark,Amstelveen,2023-11-10 07:02:00,completed,7.81,16.9,19.59,4.9,14.69,0,1.0
TRIP0063434,CUST01512,DRV5397,Amsterdam,Jordaan,Amstelveen,2024-08-21 21:45:00,completed,5.89,27.6,18.14,4.54,13.6,0,1.2
TRIP0063435,CUST01512,DRV2615,Amsterdam,Bijlmer,Amstelveen,2024-06-08 20:03:00,completed,2.34,23.4,12.71,3.18,9.53,0,1.5
TRIP0063436,CUST01512,DRV3517,Amsterdam,Oud-West,Amstelveen,2025-10-24 04:12:00,completed,3.22,41.4,11.57,2.89,8.68,0,1.0
TRIP0063437,CUST01513,DRV3765,Milan,Navigli,Porta Romana,2024-05-17 20:25:00,completed,2.48,36.8,18.41,4.6,13.81,0,1.0
TRIP0063438,CUST01513,DRV4990,Milan,Navigli,Bicocca,2023-12-19 13:46:00,completed,11.3,13.4,13.96,3.49,10.47,0,1.0
TRIP0063439,CUST01513,DRV1230,Milan,Centro Storico,Porta Romana,2025-10-08 13:02:00,completed,9.84,33.2,7.7,1.92,5.78,0,1.0
TRIP0063440,CUST01513,DRV5339,Milan,Bicocca,Loreto,2024-12-10 12:05:00,cancelled,11.03,24.2,3.016,0.75,2.27,0,1.0
TRIP0063441,CUST01513,DRV7119,Milan,Centro Storico,Lambrate,2025-05-10 23:48:00,cancelled,7.32,28.2,3.2560000000000002,0.81,2.45,0,1.0
TRIP0063442,CUST01513,DRV3718,Milan,Bicocca,Isola,2025-05-28 21:56:00,completed,10.66,33.8,14.94,3.74,11.2,0,1.0
TRIP0063443,CUST01513,DRV3043,Milan,Bicocca,Brera,2025-04-08 21:56:00,cancelled,11.75,15.7,2.1780000000000004,0.54,1.64,1,1.0
TRIP0063444,CUST01513,DRV6890,Milan,Navigli,Isola,2023-09-16 04:53:00,completed,10.45,25.4,8.8,2.2,6.6,0,1.0
TRIP0063445,CUST01513,DRV6289,Milan,Città Studi,Porta Romana,2025-09-13 08:04:00,completed,8.13,28.3,10.98,2.74,8.24,0,1.0
TRIP0063446,CUST01513,DRV3270,Milan,Isola,Porta Venezia,2024-09-18 19:10:00,completed,8.78,22.0,7.68,1.92,5.76,0,1.0
TRIP0063447,CUST01513,DRV9332,Milan,Isola,Navigli,2025-03-26 19:43:00,completed,7.26,23.7,15.88,3.97,11.91,0,1.0
TRIP0063448,CUST01514,DRV1913,Berlin,Kreuzberg,Friedrichshain,2024-02-28 19:17:00,completed,5.71,35.2,19.37,4.84,14.53,1,1.0
TRIP0063449,CUST01514,DRV4283,Berlin,Tempelhof,Neukölln,2024-02-13 18:41:00,completed,11.3,26.5,19.5,4.88,14.62,0,1.0
TRIP0063450,CUST01514,DRV7611,Berlin,Friedrichshain,Spandau,2024-11-15 18:39:00,completed,1.19,18.8,10.55,2.64,7.91,1,1.0
TRIP0063451,CUST01514,DRV5789,Berlin,Neukölln,Tempelhof,2023-12-15 18:32:00,completed,5.89,7.9,10.44,2.61,7.83,1,1.0
TRIP0063452,CUST01514,DRV6976,Berlin,Spandau,Mitte,2024-10-08 21:07:00,completed,10.06,17.9,8.65,2.16,6.49,0,1.0
TRIP0063453,CUST01514,DRV9544,Berlin,Charlottenburg,Neukölln,2024-09-07 18:38:00,completed,1.91,17.6,19.69,4.92,14.77,0,1.2
TRIP0063454,CUST01514,DRV3330,Berlin,Mitte,Spandau,2025-03-03 19:10:00,cancelled,4.52,18.1,3.576,0.89,2.69,0,1.0
TRIP0063455,CUST01514,DRV7291,Berlin,Kreuzberg,Neukölln,2024-07-27 09:42:00,cancelled,11.16,26.1,1.05,0.26,0.79,0,1.0
TRIP0063456,CUST01514,DRV4327,Berlin,Prenzlauer Berg,Spandau,2025-04-04 20:05:00,completed,4.61,23.2,16.04,4.01,12.03,0,1.0
TRIP0063457,CUST01514,DRV7833,Berlin,Tempelhof,Mitte,2025-02-23 09:26:00,completed,2.91,25.4,19.57,4.89,14.68,0,1.0
TRIP0063458,CUST01514,DRV6037,Berlin,Friedrichshain,Spandau,2024-01-02 13:10:00,cancelled,8.94,13.2,1.6520000000000001,0.41,1.24,0,1.0
TRIP0063459,CUST01514,DRV4406,Berlin,Charlottenburg,Neukölln,2025-12-12 21:47:00,cancelled,10.28,38.9,1.018,0.25,0.77,0,1.0
TRIP0063460,CUST01514,DRV1020,Berlin,Wedding,Schöneberg,2024-06-13 09:18:00,completed,10.18,11.4,12.61,3.15,9.46,1,1.0
TRIP0063461,CUST01514,DRV9204,Berlin,Charlottenburg,Tempelhof,2024-03-14 21:48:00,completed,3.46,38.3,9.49,2.37,7.12,0,1.0
TRIP0063462,CUST01514,DRV7650,Berlin,Kreuzberg,Wedding,2025-12-13 21:27:00,completed,3.57,15.6,16.84,4.21,12.63,0,1.5
TRIP0063463,CUST01514,DRV1338,Berlin,Friedrichshain,Kreuzberg,2025-02-24 05:52:00,completed,5.81,18.6,14.83,3.71,11.12,0,1.0
TRIP0063464,CUST01514,DRV3515,Berlin,Spandau,Schöneberg,2025-08-10 10:19:00,completed,4.99,34.3,5.35,1.34,4.01,0,1.0
TRIP0063465,CUST01514,DRV8312,Berlin,Kreuzberg,Tempelhof,2025-02-02 16:45:00,completed,2.04,41.7,17.29,4.32,12.97,0,1.0
TRIP0063466,CUST01514,DRV9880,Berlin,Spandau,Friedrichshain,2024-09-28 09:12:00,completed,8.05,7.9,10.88,2.72,8.16,0,1.0
TRIP0063467,CUST01514,DRV5560,Berlin,Prenzlauer Berg,Kreuzberg,2025-01-04 11:14:00,completed,12.13,12.4,21.87,5.47,16.4,0,1.0
TRIP0063468,CUST01514,DRV2002,Berlin,Friedrichshain,Spandau,2024-08-05 06:50:00,completed,2.27,37.5,13.88,3.47,10.41,0,1.2
TRIP0063469,CUST01514,DRV9968,Berlin,Wedding,Charlottenburg,2025-08-21 09:15:00,completed,9.82,43.9,9.57,2.39,7.18,0,1.2
TRIP0063470,CUST01514,DRV6409,Berlin,Mitte,Prenzlauer Berg,2025-11-01 16:57:00,completed,3.59,9.4,10.62,2.66,7.96,0,1.0
TRIP0063471,CUST01514,DRV4404,Berlin,Wedding,Neukölln,2024-08-28 10:58:00,completed,3.94,21.7,12.13,3.03,9.1,1,1.0
