age,gender,cancelled_trips,days_since_last_trip,churned,signup_channel,income_level,total_cancelled_trips,net_platform_revenue,avg_duration_min,promo_used_avg,total_promo_cost,avg_discount_value,avg_driver_burden,driver_borne_total,driver_burden_ratio,promo_used_rate,promo_dependency,revenue_quartile,promo_intensity_q,signup_month,last_trip_month,is_inactive_20d,is_inactive_30d,recency_bucket,is_high_value,high_value_and_inactive,low_engagement_and_recent,usage_intensity_score
61,Male,5,14,0,Ads,medium,6,162.04,26.08363636363637,0.1272727272727272,37.46,16.25,3.763333333333333,11.29,0.2315897435897435,0.0545454545454545,0,Q3,Low,2023-11,2025-11,0,0,Mid-Recent,0,0,1,0.3210470085470085
18,Other,0,24,0,Partnership,medium,2,94.43,27.54642857142857,0.0714285714285714,27.81,14.39,1.1049999999999995,2.209999999999999,0.0736175882744836,0.0714285714285714,0,Q2,Mid-Low,2024-04,2025-12,1,0,Mid-Inactive,0,0,0,0.4278846153846154
34,Male,3,11,0,Referral,medium,3,174.89,25.062264150943395,0.1886792452830188,31.6,13.839999999999998,3.556666666666666,10.67,0.2524248876271587,0.0566037735849056,0,Q4,Low,2025-08,2025-12,0,0,Mid-Recent,1,0,1,0.5
18,Female,0,14,0,Partnership,medium,5,74.34,26.532,0.12,37.65,15.556666666666668,3.006666666666668,9.020000000000003,0.1932719091493465,0.12,1,Q1,High,2023-09,2025-10,0,0,Mid-Recent,0,0,1,0.4428418803418803
54,Other,6,40,1,Ads,high,9,223.69,23.193220338983053,0.1694915254237288,37.69,11.76,2.3375,9.35,0.198767006802721,0.0677966101694915,0,Q4,Mid-Low,2023-10,2025-12,1,1,Inactive,1,1,0,0.3173076923076923
24,Female,0,2,0,Partnership,high,7,218.79,24.05555555555556,0.2037037037037037,110.69,17.73,4.293749999999999,34.349999999999994,0.236831218974076,0.1481481481481481,1,Q4,High,2025-05,2025-12,0,0,Recent,1,0,1,0.3653846153846154
52,Female,4,27,0,Organic,medium,5,110.05,24.83888888888889,0.1111111111111111,34.51,11.995,3.3675,13.47,0.2807419758232596,0.1111111111111111,1,Q2,Mid-High,2025-07,2025-12,1,0,Mid-Inactive,0,0,0,0.5523504273504274
40,Female,6,9,1,Partnership,high,7,288.2,24.025714285714287,0.2,97.03,14.0525,2.0975,16.78,0.1474387136455496,0.1142857142857142,1,Q4,Mid-High,2023-02,2025-12,0,0,Mid-Recent,1,0,1,0.36431623931623935
64,Other,3,8,0,Ads,medium,5,80.96,22.28620689655172,0.2413793103448276,19.79,7.233333333333333,0.6366666666666664,1.9099999999999997,0.0880184331797234,0.1034482758620689,1,Q1,Mid-High,2023-12,2025-11,0,0,Mid-Recent,0,0,1,0.4807692307692308
40,Female,2,11,0,Ads,medium,5,199.68,23.83392857142857,0.1428571428571428,81.52,17.354285714285716,5.708571428571429,39.96,0.3289430358906816,0.125,1,Q4,High,2025-06,2025-12,0,0,Mid-Recent,1,0,1,0.3392094017094017
65,Male,11,1,0,Partnership,medium,15,252.46,25.553571428571427,0.119047619047619,34.95,17.62,0.7750000000000004,1.5500000000000007,0.0424657534246575,0.0238095238095238,0,Q4,Low,2025-04,2025-12,0,0,Recent,1,0,1,0.6672008547008548
46,Other,1,45,0,Organic,medium,7,86.67,23.63030303030303,0.0909090909090909,14.8,12.28,4.879999999999999,9.759999999999998,0.3973941368078175,0.0606060606060606,0,Q1,Mid-Low,2025-11,2025-12,1,1,Inactive,0,0,0,0.17147435897435898
55,Female,2,1,0,Organic,low,3,108.77,27.875,0.175,67.87,14.91,1.58,7.9,0.1042629008842549,0.125,1,Q2,High,2025-03,2025-12,0,0,Recent,0,0,1,0.3472222222222222
51,Other,0,25,0,Referral,medium,7,89.7,19.818421052631574,0.131578947368421,18.77,7.805,3.1125,12.45,0.3987828315182575,0.1052631578947368,1,Q1,Mid-High,2024-06,2025-12,1,0,Mid-Inactive,0,0,0,0.5747863247863247
68,Female,5,37,0,Referral,medium,7,152.6,23.015686274509804,0.1764705882352941,27.85,10.153333333333334,0.97,2.91,0.0946033810143042,0.0588235294117647,0,Q3,Mid-Low,2023-11,2025-09,1,1,Inactive,0,0,0,0.3942307692307692
47,Other,0,26,0,Organic,medium,8,212.34,25.1984126984127,0.1428571428571428,74.21,15.551999999999998,1.462,7.31,0.0896712463199214,0.0793650793650793,0,Q4,Mid-Low,2024-11,2025-12,1,0,Mid-Inactive,1,1,0,0.41079059829059833
36,Male,3,3,0,Referral,low,1,64.6,24.85652173913044,0.1739130434782608,35.95,22.0,4.025,8.05,0.1829545454545454,0.0869565217391304,0,Q1,Mid-Low,2024-03,2025-12,0,0,Recent,0,0,1,0.4551282051282051
36,Other,9,2,0,Referral,medium,5,225.58,25.94,0.2,42.11,10.068333333333332,3.0499999999999994,18.3,0.302929978480384,0.0923076923076923,1,Q4,Mid-High,2024-02,2025-12,0,0,Recent,1,0,1,0.5443376068376069
45,Female,3,12,0,Referral,high,7,124.4,25.708823529411767,0.1764705882352941,42.28,13.9825,3.4125000000000005,13.650000000000002,0.244055068836045,0.1176470588235294,1,Q3,High,2023-10,2025-11,0,0,Mid-Recent,0,0,1,0.46047008547008544
36,Other,5,25,0,Referral,medium,4,98.53,24.782857142857143,0.1428571428571428,44.27,16.413333333333334,2.056666666666666,6.17,0.1223235527359238,0.0857142857142857,0,Q2,Mid-Low,2025-02,2025-12,1,0,Mid-Inactive,0,0,0,0.33279914529914534
45,Other,1,39,0,Organic,medium,2,130.31,24.139473684210525,0.131578947368421,38.69,14.135,4.4625,17.849999999999998,0.315705695083127,0.1052631578947368,1,Q3,Mid-High,2023-09,2025-12,1,1,Inactive,0,0,0,0.4428418803418803
40,Male,0,3,0,Partnership,low,2,82.8,26.652941176470588,0.2352941176470588,106.75,17.25,2.627142857142857,18.39,0.1469554099408662,0.2058823529411764,1,Q1,High,2023-08,2025-11,0,0,Recent,0,0,1,0.19658119658119658
37,Other,7,30,0,Ads,medium,8,140.19,22.99607843137255,0.0980392156862745,37.58,12.21,2.8275,11.31,0.2313356514624667,0.0784313725490196,0,Q3,Mid-Low,2025-09,2025-12,1,1,Inactive,0,0,0,0.3039529914529915
55,Male,4,21,1,Organic,medium,8,99.0,23.6974358974359,0.1538461538461538,59.29,16.0,4.220000000000001,21.1,0.2624704565244433,0.1282051282051282,1,Q2,High,2024-04,2025-12,1,0,Mid-Inactive,0,0,0,0.28044871794871795
30,Female,7,5,0,Referral,medium,5,122.09,22.182926829268293,0.1463414634146341,56.59,13.407999999999998,2.0899999999999994,10.449999999999998,0.1558770883054892,0.1219512195121951,1,Q3,High,2025-09,2025-12,0,0,Recent,0,0,1,0.28899572649572647
52,Male,3,38,0,Partnership,low,8,119.55,25.067391304347822,0.1739130434782608,75.32,14.77,2.5450000000000004,15.27,0.1685616513964014,0.1304347826086956,1,Q2,High,2023-03,2025-11,1,1,Inactive,0,0,0,0.5186965811965811
46,Other,3,38,0,Organic,medium,3,80.85,24.55185185185185,0.1481481481481481,18.48,11.0,1.7999999999999998,3.6,0.1630434782608695,0.074074074074074,0,Q1,Mid-Low,2023-12,2025-11,1,1,Inactive,0,0,0,0.37499999999999994
47,Female,3,3,1,Partnership,low,2,111.88,25.08157894736842,0.131578947368421,53.72,15.896,5.152,25.76,0.3241066935078007,0.131578947368421,1,Q2,High,2025-03,2025-12,0,0,Recent,0,0,1,0.37339743589743585
67,Female,0,24,0,Ads,high,3,137.68,21.05,0.3125,99.57,15.11111111111111,4.147777777777778,37.33,0.2726807888970051,0.28125,1,Q3,High,2023-12,2025-12,1,0,Mid-Inactive,0,0,0,0.26442307692307687
50,Female,0,49,0,Organic,medium,4,74.43,24.57777777777778,0.1481481481481481,10.29,12.0,1.7100000000000009,1.7100000000000009,0.1425,0.037037037037037,0,Q1,Low,2023-08,2025-12,1,1,Inactive,0,0,0,0.49999999999999994
43,Other,1,58,1,Partnership,medium,1,51.05,22.414285714285715,0.1428571428571428,2.89,3.32,0.4299999999999997,0.4299999999999997,0.1295180722891565,0.0714285714285714,0,Q1,Mid-Low,2025-04,2025-12,1,1,Inactive,0,0,0,0.4027777777777778
21,Female,5,58,0,Organic,high,6,179.38,25.485714285714288,0.1428571428571428,12.61,14.0,1.3900000000000006,1.3900000000000006,0.0992857142857143,0.0238095238095238,0,Q4,Low,2024-08,2025-11,1,1,Inactive,1,1,0,0.3418803418803419
48,Other,0,18,0,Referral,medium,9,107.82,28.215,0.2,85.86,18.206666666666667,3.896666666666667,23.380000000000003,0.2140241669718052,0.15,1,Q2,High,2024-07,2025-12,0,0,Mid-Inactive,0,0,0,0.5902777777777777
61,Other,3,41,1,Ads,medium,6,67.22,28.16296296296296,0.074074074074074,15.27,8.52,0.8849999999999998,1.7699999999999996,0.1038732394366197,0.074074074074074,0,Q1,Mid-Low,2024-08,2025-12,1,1,Inactive,0,0,0,0.1597222222222222
26,Male,2,0,0,Organic,low,6,90.96,21.664102564102564,0.2051282051282051,21.34,22.0,0.6600000000000001,0.6600000000000001,0.03,0.0256410256410256,0,Q2,Low,2024-05,2025-10,0,0,Recent,0,0,1,0.23878205128205127
49,Other,2,29,0,Referral,high,2,115.88,27.79615384615385,0.1538461538461538,22.46,10.916666666666666,3.47,10.41,0.3167021600243383,0.1153846153846153,1,Q2,Mid-High,2024-10,2025-12,1,0,Inactive,0,0,0,0.2248931623931624
56,Male,2,1,0,Ads,medium,6,166.75,25.284,0.1,61.43,22.0,1.8266666666666669,5.48,0.0819010611268868,0.06,0,Q4,Mid-Low,2024-05,2025-12,0,0,Recent,1,0,1,0.31356837606837606
19,Other,1,28,0,Partnership,low,2,75.15,24.262962962962963,0.074074074074074,6.29,6.76,0.4699999999999997,0.4699999999999997,0.0695266272189348,0.037037037037037,0,Q1,Low,2025-08,2025-12,1,0,Inactive,0,0,0,0.32638888888888884
43,Female,6,17,0,Ads,medium,7,135.58,25.409803921568628,0.1764705882352941,23.28,9.06,1.3000000000000005,3.900000000000001,0.1434878587196468,0.0588235294117647,0,Q3,Mid-Low,2023-01,2025-12,0,0,Mid-Inactive,0,0,0,0.4358974358974359
60,Other,3,62,0,Partnership,low,8,136.47,22.923076923076923,0.2115384615384615,48.53,13.057999999999998,3.502,17.509999999999998,0.2651423379769836,0.0961538461538461,1,Q3,Mid-High,2025-08,2025-12,1,1,Inactive,0,0,0,0.579059829059829
29,Male,2,14,0,Ads,high,2,162.98,29.31904761904762,0.0714285714285714,44.84,17.656666666666666,2.94,8.82,0.1643682445024226,0.0714285714285714,0,Q3,Mid-Low,2024-06,2025-12,0,0,Mid-Recent,0,0,1,0.5224358974358975
36,Female,0,83,1,Partnership,low,5,78.18,24.37,0.0333333333333333,3.49,3.18,0.0,0.0,0.0,0.0333333333333333,0,Q1,Low,2023-03,2025-10,1,1,Inactive,0,0,0,0.4503205128205128
43,Female,5,12,0,Partnership,medium,4,124.2,23.373809523809523,0.2142857142857142,83.77000000000001,14.90857142857143,3.168571428571428,22.18,0.2093440302029258,0.1666666666666666,1,Q3,High,2025-07,2025-12,0,0,Mid-Recent,0,0,1,0.45299145299145294
19,Female,2,18,0,Referral,medium,7,208.5,26.05084745762712,0.1016949152542373,45.04,11.4,2.5780000000000003,12.89,0.222509925772484,0.0847457627118644,0,Q4,Mid-Low,2024-05,2025-12,0,0,Mid-Inactive,1,0,0,0.5256410256410257
37,Male,0,1,0,Referral,medium,1,72.2,21.5375,0.125,13.17,14.0,0.8300000000000001,0.8300000000000001,0.0592857142857142,0.0416666666666666,0,Q1,Low,2023-12,2025-11,0,0,Recent,0,0,1,0.4246794871794871
64,Female,0,36,0,Referral,low,3,53.45,23.485714285714284,0.0952380952380952,32.19,22.5,6.405,12.81,0.2846666666666667,0.0952380952380952,1,Q1,Mid-High,2024-05,2025-11,1,1,Inactive,0,0,0,0.4465811965811966
50,Male,3,8,0,Partnership,medium,5,110.76,22.97692307692308,0.0769230769230769,42.9,23.5,2.865,5.73,0.1178285009253547,0.0512820512820512,0,Q2,Low,2024-03,2025-10,0,0,Mid-Recent,0,0,1,0.40544871794871795
40,Other,3,2,0,Partnership,medium,5,124.68,23.59512195121951,0.1707317073170731,47.59,13.73,2.2725,9.09,0.1603740296400846,0.0975609756097561,1,Q3,Mid-High,2024-02,2025-11,0,0,Recent,0,0,1,0.45566239316239315
43,Male,4,39,0,Partnership,medium,8,161.1,27.25172413793103,0.1724137931034483,36.75,12.5075,3.3199999999999994,13.279999999999998,0.2654407355586647,0.0689655172413793,0,Q3,Mid-Low,2024-05,2025-12,1,1,Inactive,0,0,0,0.4033119658119658
54,Other,0,41,0,Ads,medium,5,101.72,24.893939393939394,0.1212121212121212,36.18,14.76,2.7,8.1,0.1829268292682926,0.0909090909090909,1,Q2,Mid-High,2025-07,2025-12,1,1,Inactive,0,0,0,0.53258547008547
40,Other,5,6,0,Referral,medium,7,68.7,24.00714285714286,0.0357142857142857,12.0,12.28,0.2799999999999993,0.2799999999999993,0.022801302931596,0.0357142857142857,0,Q1,Low,2025-10,2025-12,0,0,Recent,0,0,1,0.15705128205128205
32,Male,2,18,0,Partnership,medium,3,116.15,22.097142857142856,0.2857142857142857,84.99,14.485714285714284,2.3914285714285706,16.739999999999995,0.164553229135948,0.2,1,Q2,High,2025-09,2025-12,0,0,Mid-Inactive,0,0,0,0.4091880341880342
67,Other,0,8,1,Referral,medium,8,150.32999999999998,23.918367346938776,0.1632653061224489,31.08,7.657999999999999,1.556,7.78,0.2002058672156459,0.1020408163265306,1,Q3,Mid-High,2024-09,2025-12,0,0,Mid-Recent,0,0,1,0.5523504273504274
66,Female,7,5,0,Referral,low,5,135.38,23.490384615384617,0.1346153846153846,53.33,14.062,3.406,17.03,0.2420409323479249,0.0961538461538461,1,Q3,Mid-High,2024-04,2025-12,0,0,Recent,0,0,1,0.3985042735042735
65,Male,3,13,0,Organic,high,5,184.54,23.991304347826084,0.1521739130434782,66.3,17.098000000000003,3.892,19.46,0.2269123134328358,0.108695652173913,1,Q4,Mid-High,2024-09,2025-12,0,0,Mid-Recent,1,0,1,0.5325854700854701
24,Other,0,3,0,Partnership,medium,9,161.36,24.364406779661017,0.135593220338983,51.93,19.58333333333333,2.563333333333333,7.689999999999998,0.1289835625628983,0.0508474576271186,0,Q3,Low,2023-04,2025-12,0,0,Recent,0,0,1,0.5117521367521367
53,Male,2,29,1,Organic,medium,7,112.16,27.03684210526316,0.1842105263157894,70.27,16.552,2.684,13.42,0.1603536862229657,0.131578947368421,1,Q2,High,2023-08,2025-12,1,0,Inactive,0,0,0,0.40117521367521364
32,Male,1,5,0,Partnership,medium,1,18.36,23.7125,0.25,24.21,14.14,2.0349999999999997,4.069999999999999,0.1439179632248938,0.25,1,Q1,High,2025-08,2025-12,0,0,Recent,0,0,1,0.30074786324786323
19,Other,2,3,1,Ads,medium,9,121.31,27.027272727272727,0.1136363636363636,38.08,20.5,1.46,2.92,0.0712195121951219,0.0454545454545454,0,Q2,Low,2025-09,2025-12,0,0,Recent,0,0,1,0.3504273504273504
41,Female,1,20,0,Organic,high,7,161.06,23.05,0.1904761904761904,42.06,10.056,1.648,8.24,0.1638170974155069,0.119047619047619,1,Q3,High,2023-05,2025-11,1,0,Mid-Inactive,0,0,0,0.265491452991453
49,Male,5,45,0,Partnership,medium,6,159.01,23.641176470588235,0.0980392156862745,60.44,14.784,2.6960000000000006,13.480000000000002,0.1823593073593074,0.0980392156862745,1,Q3,Mid-High,2025-02,2025-12,1,1,Inactive,0,0,0,0.4150641025641026
53,Male,5,10,0,Partnership,medium,5,81.96,26.796774193548387,0.1612903225806451,38.22,9.63,0.4674999999999999,1.87,0.0466450486405587,0.1290322580645161,1,Q1,High,2024-05,2025-12,0,0,Mid-Recent,0,0,1,0.5032051282051282
22,Other,1,7,0,Ads,low,6,137.19,23.639215686274508,0.1764705882352941,21.12,6.2875,1.14,4.56,0.1775700934579439,0.0784313725490196,0,Q3,Mid-Low,2024-09,2025-12,0,0,Recent,0,0,1,0.484508547008547
49,Male,1,27,0,Organic,high,5,150.83,26.22051282051282,0.1025641025641025,66.18,24.666666666666668,3.02,9.06,0.1204146730462519,0.0769230769230769,0,Q3,Mid-Low,2024-06,2025-12,1,0,Mid-Inactive,0,0,0,0.28044871794871795
34,Female,0,14,1,Referral,medium,1,40.89,27.006666666666668,0.1333333333333333,27.27,15.375,1.740000000000001,3.480000000000002,0.1131707317073171,0.1333333333333333,1,Q1,High,2023-02,2025-07,0,0,Mid-Recent,0,0,1,0.41399572649572647
52,Other,14,43,0,Organic,high,12,365.39,23.75,0.1444444444444444,58.16,15.854000000000005,4.222,21.11,0.2663050334300492,0.0555555555555555,0,Q4,Low,2025-04,2025-12,1,1,Inactive,1,1,0,0.4358974358974359
52,Other,4,71,0,Partnership,high,8,270.77,22.904477611940298,0.2238805970149253,79.72,11.036666666666669,2.3466666666666662,21.12,0.2094406981356604,0.1343283582089552,1,Q4,High,2024-08,2025-12,1,1,Inactive,1,1,0,0.5806623931623932
20,Female,7,66,1,Organic,high,5,259.09,26.335593220338986,0.0508474576271186,8.64,16.0,7.359999999999999,7.359999999999999,0.4599999999999999,0.0169491525423728,0,Q4,Low,2023-05,2025-12,1,1,Inactive,1,1,0,0.5603632478632479
26,Male,3,17,0,Referral,high,3,103.49,25.62307692307693,0.2307692307692307,47.54,14.9375,3.0525,12.21,0.2043514644351464,0.1538461538461538,1,Q2,High,2024-09,2025-12,0,0,Mid-Inactive,0,0,0,0.3985042735042735
54,Other,4,21,0,Organic,high,6,221.84,24.471929824561403,0.0526315789473684,35.900000000000006,18.5,1.2799999999999994,2.5599999999999987,0.0665626625065002,0.0350877192982456,0,Q4,Low,2023-02,2025-11,1,0,Mid-Inactive,1,1,0,0.6212606837606838
65,Other,4,11,0,Partnership,medium,5,99.81,23.87575757575757,0.1515151515151515,34.15,8.936,2.212,11.06,0.2446361424463614,0.1515151515151515,1,Q2,High,2024-04,2025-12,0,0,Mid-Recent,0,0,1,0.5117521367521367
24,Male,4,17,0,Ads,high,9,265.07,23.45,0.109375,38.2,15.823333333333332,3.09,9.27,0.1952812302506846,0.046875,0,Q4,Low,2024-08,2025-12,0,0,Mid-Inactive,1,0,0,0.6025641025641026
37,Male,1,2,0,Referral,low,2,111.16,25.945945945945947,0.1621621621621621,52.33,14.5775,1.9125,7.649999999999999,0.1275425141713904,0.1081081081081081,1,Q2,Mid-High,2025-05,2025-12,0,0,Recent,0,0,1,0.29273504273504275
56,Female,2,11,0,Partnership,medium,1,62.88,26.509523809523813,0.0952380952380952,30.8,17.985,2.585,5.17,0.1437308868501529,0.0952380952380952,1,Q1,Mid-High,2024-11,2025-12,0,0,Mid-Recent,0,0,1,0.18963675213675213
62,Male,4,37,0,Partnership,low,2,87.64999999999999,23.30333333333333,0.1333333333333333,26.24,14.09,0.9700000000000006,1.9400000000000013,0.0688431511710433,0.0666666666666666,0,Q1,Mid-Low,2024-09,2025-11,1,1,Inactive,0,0,0,0.3878205128205128
25,Other,2,7,0,Organic,low,6,140.81,24.45192307692308,0.1538461538461538,64.59,18.380000000000003,2.6299999999999994,10.519999999999998,0.1400612435095193,0.0769230769230769,0,Q3,Mid-Low,2025-08,2025-12,0,0,Recent,0,0,1,0.4818376068376068
21,Male,1,35,0,Referral,low,4,79.02,25.082142857142856,0.1785714285714285,18.66,9.52,0.1899999999999999,0.3799999999999999,0.0199579831932773,0.0714285714285714,0,Q1,Mid-Low,2024-07,2025-12,1,1,Inactive,0,0,0,0.2681623931623932
65,Other,2,11,0,Referral,low,4,73.94,23.126666666666665,0.1,27.09,13.24,0.2099999999999999,0.4199999999999999,0.015267175572519,0.0666666666666666,0,Q1,Mid-Low,2025-07,2025-12,0,0,Mid-Recent,0,0,1,0.35309829059829057
21,Male,8,0,1,Ads,high,7,304.53,25.586111111111112,0.1666666666666666,78.69,13.105,3.26875,26.15,0.2494276993513925,0.1111111111111111,1,Q4,Mid-High,2025-09,2025-12,0,0,Recent,1,0,1,0.5325854700854701
40,Other,9,0,1,Organic,medium,7,144.79,24.92222222222222,0.1296296296296296,52.400000000000006,13.675,0.8724999999999996,3.4899999999999984,0.0624440865986759,0.074074074074074,0,Q3,Mid-Low,2025-01,2025-12,0,0,Recent,0,0,1,0.3237179487179487
48,Other,6,12,0,Referral,low,3,126.45,22.14782608695652,0.108695652173913,28.25,13.013333333333334,3.5966666666666662,10.79,0.2763831967213114,0.0652173913043478,0,Q3,Mid-Low,2024-03,2025-12,0,0,Mid-Recent,0,0,1,0.5534188034188035
31,Female,9,1,0,Ads,medium,9,134.75,24.301960784313728,0.1176470588235294,35.4,11.545,2.795,11.18,0.2400171747531129,0.0784313725490196,0,Q3,Mid-Low,2023-03,2025-12,0,0,Recent,0,0,1,0.5817307692307692
41,Other,7,62,0,Ads,medium,9,135.34,25.27391304347826,0.217391304347826,65.62,13.323333333333332,2.5416666666666665,15.25,0.1885742549771237,0.1304347826086956,1,Q3,High,2024-02,2025-11,1,1,Inactive,0,0,0,0.33119658119658124
50,Male,0,8,1,Organic,medium,9,128.12,24.26521739130435,0.1956521739130435,53.27,11.746666666666668,2.8683333333333327,17.209999999999997,0.244182746878547,0.1304347826086956,1,Q3,High,2023-03,2025-11,0,0,Mid-Recent,0,0,1,0.5534188034188035
49,Female,3,6,1,Ads,medium,6,103.13,26.794117647058822,0.1176470588235294,36.12,14.186666666666667,2.15,6.449999999999999,0.1515151515151515,0.088235294117647,1,Q2,Mid-High,2024-09,2025-12,0,0,Recent,0,0,1,0.27297008547008544
37,Other,2,48,0,Referral,medium,1,128.65,28.00857142857143,0.2571428571428571,75.33,18.15333333333333,5.598333333333333,33.59,0.3083914799853103,0.1714285714285714,1,Q3,High,2025-03,2025-12,1,1,Inactive,0,0,0,0.4439102564102564
20,Male,4,13,0,Partnership,medium,3,106.44,25.559375,0.09375,27.99,19.5,5.505,11.01,0.2823076923076923,0.0625,0,Q2,Mid-Low,2023-12,2025-12,0,0,Mid-Recent,0,0,1,0.5144230769230769
20,Female,0,2,0,Partnership,low,9,94.62,27.18108108108108,0.2162162162162162,25.53,10.483333333333333,1.9733333333333332,5.92,0.188235294117647,0.081081081081081,0,Q2,Mid-Low,2023-02,2025-11,0,0,Recent,0,0,1,0.3344017094017094
35,Other,8,26,1,Partnership,high,13,291.24,23.26,0.12,57.690000000000005,14.006,2.468,12.34,0.1762101956304441,0.0666666666666666,0,Q4,Mid-Low,2023-04,2025-12,1,0,Mid-Inactive,1,1,0,0.6009615384615385
46,Male,1,13,0,Ads,low,5,65.53,22.04,0.16,23.43,9.35,1.5399999999999994,4.619999999999998,0.1647058823529411,0.12,1,Q1,High,2023-11,2025-11,0,0,Mid-Recent,0,0,1,0.49145299145299143
52,Male,1,7,0,Referral,low,7,105.47,25.53076923076923,0.2564102564102564,17.14,6.694999999999999,2.41,9.64,0.3599701269604182,0.1025641025641025,1,Q2,Mid-High,2025-03,2025-12,0,0,Recent,0,0,1,0.43322649572649574
66,Female,1,4,0,Ads,medium,4,79.77,25.089285714285715,0.0714285714285714,13.69,16.0,2.3100000000000005,2.3100000000000005,0.144375,0.0357142857142857,0,Q1,Low,2025-08,2025-12,0,0,Recent,0,0,1,0.3653846153846154
45,Female,5,22,0,Referral,medium,5,111.32,24.93783783783784,0.1081081081081081,39.75,15.666666666666666,2.4166666666666665,7.25,0.1542553191489361,0.081081081081081,0,Q2,Mid-Low,2023-04,2025-11,1,0,Mid-Inactive,0,0,0,0.5288461538461539
52,Female,0,7,0,Organic,medium,1,7.67,22.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2024-03,2025-11,0,0,Recent,0,0,1,0.07104700854700854
65,Male,4,10,0,Referral,low,4,114.57,26.44,0.2,102.22,15.47,2.9425,23.54,0.1871819338422392,0.2,1,Q2,High,2025-07,2025-12,0,0,Mid-Recent,0,0,1,0.5416666666666666
23,Male,0,17,0,Organic,medium,2,67.31,20.923529411764704,0.2352941176470588,8.52,9.0,0.4800000000000004,0.4800000000000004,0.0533333333333333,0.0588235294117647,0,Q1,Mid-Low,2024-12,2025-11,0,0,Mid-Inactive,0,0,0,0.4294871794871795
35,Female,5,2,0,Organic,medium,7,106.11,27.471794871794877,0.1025641025641025,21.19,13.62,3.0250000000000004,6.050000000000001,0.2220998531571219,0.0512820512820512,0,Q2,Low,2025-06,2025-12,0,0,Recent,0,0,1,0.5096153846153846
54,Other,4,37,0,Organic,medium,12,91.09,25.7325,0.175,57.13,15.112,3.686,18.43,0.2439121228163049,0.125,1,Q2,High,2025-10,2025-12,1,1,Inactive,0,0,0,0.23611111111111108
19,Female,6,18,1,Partnership,low,9,188.64,24.525352112676057,0.1690140845070422,52.68,18.1875,5.0175,20.07,0.2758762886597938,0.056338028169014,0,Q4,Low,2023-03,2025-11,0,0,Mid-Inactive,1,0,0,0.6463675213675214
58,Other,6,35,0,Partnership,low,2,117.69,25.69782608695652,0.217391304347826,97.66,14.976666666666668,4.125555555555556,37.13,0.2754655389865717,0.1956521739130435,1,Q2,High,2023-10,2025-12,1,1,Inactive,0,0,0,0.5881410256410255
35,Other,7,15,0,Referral,high,7,229.12,22.60925925925926,0.1296296296296296,30.41,14.253333333333332,4.116666666666667,12.35,0.2888213283442469,0.0555555555555555,0,Q4,Low,2023-12,2025-12,0,0,Mid-Inactive,1,0,0,0.37927350427350426
67,Female,0,28,0,Partnership,medium,3,56.73,23.44,0.1,32.71,20.375,4.02,8.04,0.1973006134969324,0.1,1,Q1,Mid-High,2023-08,2025-12,1,0,Inactive,0,0,0,0.22008547008547008
27,Other,3,10,0,Ads,medium,4,120.43,29.33714285714285,0.2,76.17,14.358333333333334,2.1316666666666664,12.79,0.1437724820143884,0.1714285714285714,1,Q2,High,2023-09,2025-12,0,0,Mid-Recent,0,0,1,0.5064102564102564
29,Other,4,10,0,Organic,high,2,139.6,26.1030303030303,0.1818181818181818,28.72,12.056666666666668,2.483333333333333,7.449999999999999,0.2059717998341166,0.0909090909090909,1,Q3,Mid-High,2023-03,2025-11,0,0,Mid-Recent,0,0,1,0.3034188034188034
21,Other,4,12,1,Organic,medium,7,161.99,24.217647058823527,0.0980392156862745,18.43,10.64,1.515,3.03,0.141192917054986,0.0392156862745098,0,Q3,Low,2025-01,2025-12,0,0,Mid-Recent,0,0,1,0.5678418803418803
52,Other,5,5,0,Ads,medium,7,92.35,25.453846153846158,0.1282051282051282,37.86,18.08,5.776666666666666,17.33,0.314006160536329,0.0769230769230769,0,Q2,Mid-Low,2023-10,2025-11,0,0,Recent,0,0,1,0.40544871794871795
50,Female,5,27,0,Referral,high,6,301.9,23.969444444444445,0.2083333333333333,115.27,16.718888888888888,3.911111111111112,35.2,0.2339336744866086,0.125,1,Q4,High,2023-03,2025-11,1,0,Mid-Inactive,1,1,0,0.4700854700854701
54,Female,6,82,0,Referral,medium,9,131.5,28.884313725490195,0.196078431372549,104.72,21.648000000000003,1.126,5.629999999999999,0.0510194834617127,0.0980392156862745,1,Q3,Mid-High,2023-07,2025-10,1,1,Inactive,0,0,0,0.5053418803418803
19,Female,6,31,1,Organic,medium,8,180.73,27.68679245283019,0.1509433962264151,68.72,13.337142857142856,3.5342857142857143,24.74,0.2647121763321207,0.1320754716981132,1,Q4,High,2025-06,2025-12,1,1,Inactive,1,1,0,0.3680555555555556
48,Female,9,43,1,Ads,medium,12,184.23,25.36969696969697,0.0909090909090909,48.05,12.808000000000002,3.198,15.99,0.2496876951905059,0.0757575757575757,0,Q4,Mid-Low,2024-11,2025-12,1,1,Inactive,1,1,0,0.5486111111111112
27,Other,6,4,0,Referral,medium,5,108.73,26.76842105263158,0.2105263157894736,49.43,11.782,2.006,10.029999999999998,0.1686848301379078,0.131578947368421,1,Q2,High,2024-02,2025-12,0,0,Recent,0,0,1,0.40117521367521364
